iter	Passed	Remaining
164	531	2688
165	534	2686
166	538	2683
167	541	2680
168	543	2674
169	547	2671
170	550	2667
171	552	2661
172	555	2657
173	558	2652
174	561	2646
175	565	2645
176	567	2640
177	570	2635
178	573	2630
179	576	2624
180	579	2621
181	582	2616
182	584	2610
183	587	2605
184	590	2600
185	593	2596
186	596	2591
187	599	2587
188	601	2582
189	604	2578
190	607	2574
191	611	2572
192	614	2568
193	617	2564
194	619	2559
195	622	2553
196	626	2554
197	629	2549
198	632	2544
199	634	2539
200	637	2534
201	640	2529
202	643	2525
203	646	2521
204	648	2516
205	651	2509
206	654	2505
207	657	2502
208	659	2497
209	662	2493
210	665	2487
211	668	2483
212	670	2479
213	674	2475
214	676	2471
215	679	2466
216	682	2461
217	685	2457
218	688	2453
219	691	2451
220	694	2447
221	696	2441
222	699	2437
223	702	2432
224	705	2429
225	708	2426
226	711	2421
227	713	2416
228	716	2412
229	719	2408
230	723	2406
231	725	2402
232	729	2401
233	732	2397
234	735	2394
235	738	2391
236	742	2389
237	744	2384
238	747	2380
239	750	2376
240	753	2374
241	756	2371
242	759	2367
243	762	2363
244	765	2359
245	768	2356
246	771	2352
247	774	2347
248	777	2343
249	779	2338
250	782	2334
251	784	2330
252	788	2326
253	790	2323
254	793	2318
255	796	2314
256	800	2313
257	802	2308
258	805	2304
259	808	2301
260	811	2297
261	814	2294
262	817	2291
263	821	2289
264	823	2285
265	826	2280
266	829	2276
267	832	2273
268	834	2269
269	837	2264
270	839	2259
271	842	2254
272	845	2250
273	848	2248
274	851	2244
275	854	2240
276	857	2237
277	860	2233
278	863	2231
279	866	2226
280	868	2223
281	871	2218
282	874	2214
283	876	2210
284	879	2206
285	882	2202
286	884	2198
287	887	2193
288	889	2189
289	892	2185
290	895	2182
291	898	2178
292	901	2174
293	903	2170
294	906	2166
295	909	2163
296	912	2160
297	915	2156
298	918	2153
299	921	2149
300	924	2146
301	927	2143
302	930	2140
303	932	2136
304	935	2131
305	937	2127
306	941	2124
307	943	2120
308	947	2117
309	949	2114
310	952	2110
311	955	2106
312	958	2103
313	961	2100
314	963	2096
315	966	2092
316	969	2089
317	972	2086
318	976	2083
319	978	2079
320	981	2075
321	983	2071
322	986	2067
323	989	2065
324	992	2061
325	995	2058
326	998	2054
327	1000	2049
328	1003	2046
329	1006	2043
330	1008	2038
331	1011	2035
332	1014	2031
333	1017	2028
334	1020	2025
335	1022	2021
336	1025	2017
337	1027	2013
338	1030	2009
339	1033	2006
340	1036	2003
341	1039	1999
342	1041	1995
343	1044	1991
344	1047	1988
345	1050	1985
346	1052	1981
347	1055	1977
348	1058	1973
349	1060	1969
350	1063	1966
351	1066	1962
352	1068	1958
353	1071	1955
354	1073	1951
355	1076	1948
356	1079	1945
357	1082	1941
358	1085	1938
359	1088	1934
360	1091	1931
361	1093	1927
362	1097	1925
363	1099	1921
364	1102	1918
365	1105	1915
366	1108	1912
367	1111	1909
368	1115	1906
369	1117	1903
370	1120	1900
371	1123	1896
372	1126	1894
373	1129	1890
374	1132	1887
375	1135	1884
376	1137	1880
377	1140	1877
378	1144	1874
379	1146	1871
380	1149	1867
381	1152	1863
382	1154	1860
383	1157	1857
384	1160	1854
385	1163	1850
386	1165	1846
387	1168	1843
388	1172	1840
389	1175	1837
390	1177	1834
391	1180	1831
392	1183	1828
393	1187	1826
394	1190	1823
395	1193	1820
396	1197	1818
397	1199	1814
398	1202	1811
399	1206	1809
400	1209	1806
401	1212	1803
402	1215	1800
403	1217	1796
404	1221	1794
405	1224	1791
406	1227	1788
407	1229	1784
408	1232	1781
409	1235	1778
410	1239	1775
411	1242	1773
412	1245	1769
413	1247	1766
414	1251	1763
415	1254	1760
416	1257	1758
417	1260	1755
418	1263	1752
419	1266	1748
420	1269	1745
421	1273	1743
422	1275	1740
423	1278	1736
424	1281	1733
425	1284	1730
426	1287	1727
427	1290	1724
428	1293	1721
429	1296	1719
430	1300	1717
431	1304	1715
432	1308	1713
433	1311	1711
434	1316	1709
435	1321	1709
436	1325	1707
437	1329	1705
438	1334	1704
439	1337	1702
440	1341	1699
441	1344	1697
442	1348	1695
443	1351	1692
444	1355	1690
445	1358	1687
446	1362	1685
447	1365	1682
448	1369	1680
449	1372	1677
450	1375	1674
451	1379	1673
452	1383	1670
453	1386	1667
454	1389	1664
455	1393	1662
456	1397	1660
457	1401	1658
458	1404	1655
459	1407	1652
460	1410	1649
461	1414	1646
462	1417	1644
463	1421	1641
464	1425	1640
465	1428	1637
466	1432	1635
467	1435	1632
468	1439	1630
469	1447	1631
470	1451	1630
471	1455	1628
472	1461	1628
473	1466	1627
474	1469	1624
475	1474	1622
476	1478	1620
477	1482	1618
478	1486	1616
479	1490	1614
480	1496	1614
481	1499	1611
482	1504	1610
483	1508	1608
484	1513	1607
485	1517	1604
486	1523	1604
487	1527	1602
488	1531	1600
489	1534	1596
490	1537	1593
491	1540	1591
492	1543	1587
493	1547	1585
494	1550	1582
495	1554	1579
496	1558	1577
497	1561	1573
498	1564	1570
499	1568	1568
500	1570	1564
501	1574	1561
502	1577	1558
503	1580	1555
504	1583	1551
505	1586	1548
506	1589	1545
507	1592	1542
508	1595	1539
509	1599	1536
510	1602	1533
511	1605	1530
512	1608	1526
513	1611	1523
514	1614	1520
515	1617	1517
516	1621	1514
517	1624	1511
518	1627	1508
519	1630	1505
520	1633	1501
521	1636	1498
522	1640	1495
523	1643	1492
524	1646	1489
525	1649	1486
526	1652	1483
527	1655	1480
528	1658	1477
529	1661	1473
530	1664	1470
531	1668	1467
532	1671	1464
533	1674	1461
534	1677	1458
535	1681	1455
536	1684	1452
537	1688	1449
538	1691	1446
539	1694	1443
540	1697	1440
541	1700	1437
542	1703	1433
543	1707	1431
544	1710	1428
545	1713	1424
546	1716	1421
547	1719	1418
548	1722	1414
549	1724	1411
550	1728	1408
551	1731	1404
552	1734	1401
553	1736	1398
554	1739	1394
555	1743	1391
556	1746	1388
557	1749	1385
558	1752	1382
559	1755	1379
560	1758	1376
561	1761	1372
562	1763	1369
563	1766	1365
564	1769	1362
565	1771	1358
566	1775	1355
567	1778	1352
568	1780	1349
569	1783	1345
570	1786	1341
571	1789	1339
572	1793	1336
573	1796	1333
574	1799	1329
575	1802	1326
576	1806	1324
577	1809	1320
578	1811	1317
579	1815	1314
580	1818	1311
581	1822	1309
582	1827	1307
583	1830	1304
584	1834	1301
585	1839	1299
586	1843	1297
587	1847	1294
588	1851	1292
589	1855	1289
590	1859	1286
591	1862	1283
592	1866	1280
593	1869	1278
594	1873	1275
595	1876	1271
596	1879	1268
597	1882	1265
598	1887	1263
599	1890	1260
600	1893	1257
601	1897	1254
602	1900	1251
603	1904	1248
604	1908	1245
605	1911	1242
606	1914	1239
607	1917	1236
608	1920	1233
609	1924	1230
610	1926	1226
611	1930	1224
612	1933	1220
613	1937	1218
614	1940	1215
615	1943	1211
616	1946	1208
617	1950	1205
618	1953	1202
619	1956	1199
620	1959	1196
621	1963	1193
622	1966	1189
623	1969	1186
624	1972	1183
625	1975	1180
626	1979	1177
627	1982	1174
628	1985	1171
629	1988	1168
630	1991	1164
631	1995	1161
632	1998	1158
633	2001	1155
634	2004	1152
635	2007	1149
636	2010	1145
637	2013	1142
638	2017	1139
639	2019	1136
640	2022	1132
641	2026	1129
642	2029	1126
643	2032	1123
644	2035	1120
645	2039	1117
646	2042	1114
647	2046	1111
648	2049	1108
649	2052	1104
650	2055	1101
651	2059	1099
652	2062	1095
653	2065	1092
654	2068	1089
655	2071	1086
656	2075	1083
657	2078	1080
658	2081	1076
659	2084	1073
660	2088	1070
661	2092	1068
662	2095	1065
663	2099	1062
664	2102	1059
665	2105	1055
666	2108	1052
667	2111	1049
668	2114	1046
669	2117	1042
670	2120	1039
671	2123	1036
672	2126	1033
673	2129	1030
674	2132	1026
675	2136	1023
676	2139	1020
677	2142	1017
678	2145	1014
679	2148	1011
680	2151	1008
681	2158	1006
682	2161	1003
683	2163	999
684	2166	996
685	2169	993
686	2173	990
687	2176	987
688	2179	983
689	2183	980
690	2186	977
691	2190	974
692	2194	971
693	2197	968
694	2200	965
695	2203	962
696	2206	959
697	2209	956
698	2212	952
699	2216	950
700	2219	946
701	2223	943
702	2226	940
703	2228	937
704	2231	933
705	2234	930
706	2237	927
707	2240	924
708	2243	920
709	2246	917
710	2249	914
711	2253	911
712	2256	908
713	2259	905
714	2262	901
715	2265	898
716	2268	895
717	2271	892
718	2274	888
719	2277	885
720	2280	882
721	2284	879
722	2287	876
723	2290	873
724	2293	870
725	2297	866
726	2300	863
727	2303	860
728	2307	857
729	2312	855
730	2315	852
731	2320	849
732	2325	847
733	2329	844
734	2334	841
735	2338	838
736	2344	836
737	2350	834
738	2356	832
739	2360	829
740	2380	832
741	2385	829
742	2389	826
743	2392	823
744	2396	820
745	2400	817
746	2405	814
747	2408	811
748	2412	808
749	2415	805
750	2418	801
751	2421	798
752	2424	795
753	2428	792
754	2431	789
755	2434	785
756	2437	782
757	2440	779
758	2443	775
759	2446	772
760	2449	769
761	2452	765
762	2455	762
763	2457	759
764	2460	755
765	2462	752
766	2465	748
767	2468	745
768	2471	742
769	2474	739
770	2477	735
771	2480	732
772	2483	729
773	2487	726
774	2489	722
775	2492	719
776	2495	716
777	2499	713
778	2502	709
779	2505	706
780	2508	703
781	2512	700
782	2518	698
783	2523	695
784	2528	692
785	2533	689
786	2544	688
787	2548	685
788	2553	682
789	2560	680
790	2567	678
791	2572	675
792	2576	672
793	2581	669
794	2586	666
795	2590	663
796	2594	660
797	2600	658
798	2604	655
799	2608	652
800	2612	649
801	2617	646
802	2622	643
803	2628	640
804	2635	638
805	2639	635
806	2646	632
807	2650	629
808	2654	626
809	2659	623
810	2662	620
811	2666	617
812	2671	614
813	2676	611
814	2680	608
815	2683	605
816	2687	602
817	2693	599
818	2698	596
819	2703	593
820	2710	591
821	2714	587
822	2718	584
823	2722	581
824	2726	578
825	2729	575
826	2733	571
827	2737	568
828	2742	565
829	2745	562
830	2749	559
831	2752	555
832	2757	552
833	2761	549
834	2765	546
835	2769	543
836	2773	540
837	2777	536
838	2780	533
839	2784	530
840	2788	527
841	2792	524
842	2796	520
843	2800	517
844	2804	514
845	2808	511
846	2812	508
847	2816	504
848	2826	502
849	2830	499
850	2834	496
851	2838	493
852	2842	489
853	2846	486
854	2849	483
855	2853	480
856	2857	476
857	2861	473
858	2864	470
859	2868	466
860	2871	463
861	2875	460
862	2878	457
863	2883	453
864	2887	450
865	2890	447
866	2894	443
867	2898	440
868	2902	437
869	2906	434
870	2910	431
871	2915	427
872	2918	424
873	2921	421
874	2924	417
875	2927	414
876	2931	411
877	2934	407
878	2936	404
879	2940	400
880	2943	397
881	2948	394
882	2951	391
883	2955	387
884	2957	384
885	2961	381
886	2964	377
887	2968	374
888	2970	370
889	2973	367
890	2977	364
891	2980	360
892	2983	357
893	2986	354
894	2988	350
895	2992	347
896	2995	343
897	2998	340
898	3001	337
899	3004	333
900	3007	330
901	3010	327
902	3013	323
903	3016	320
904	3019	316
905	3021	313
906	3025	310
907	3028	306
908	3031	303
909	3034	300
910	3037	296
911	3040	293
912	3044	290
913	3047	286
914	3050	283
915	3053	280
916	3056	276
917	3060	273
918	3063	270
919	3067	266
920	3071	263
921	3074	260
922	3077	256
923	3080	253
924	3083	250
925	3086	246
926	3090	243
927	3093	240
928	3096	236
929	3100	233
930	3104	230
931	3107	226
932	3110	223
933	3113	220
934	3117	216
935	3120	213
936	3123	210
937	3127	206
938	3130	203
939	3134	200
940	3137	196
941	3141	193
942	3144	190
943	3147	186
944	3152	183
945	3155	180
946	3158	176
947	3162	173
948	3165	170
949	3168	166
950	3171	163
951	3175	160
952	3178	156
953	3183	153
954	3186	150
955	3189	146
956	3192	143
957	3196	140
958	3200	136
959	3203	133
960	3210	130
961	3214	126
962	3217	123
963	3220	120
964	3224	116
965	3228	113
966	3231	110
967	3234	106
968	3237	103
969	3241	100
970	3245	96
971	3248	93
972	3252	90
973	3255	86
974	3258	83
975	3270	80
976	3274	77
977	3277	73
978	3281	70
979	3284	67
980	3289	63
981	3301	60
982	3304	57
983	3307	53
984	3310	50
985	3313	47
986	3317	43
987	3320	40
988	3324	36
989	3327	33
990	3331	30
991	3334	26
992	3338	23
993	3343	20
994	3346	16
995	3349	13
996	3352	10
997	3356	6
998	3359	3
999	3363	0
