iter	Logloss
0	0.6775953737
1	0.6616125237
2	0.6463562952
3	0.6297449608
4	0.6159152201
5	0.6076719206
6	0.5936905848
7	0.580622059
8	0.5709664332
9	0.5584579363
10	0.5461973425
11	0.5331138715
12	0.5259412478
13	0.5149019842
14	0.5036186323
15	0.4925925372
16	0.4802007806
17	0.4697210234
18	0.4596439518
19	0.4494275655
20	0.4405199338
21	0.4314300328
22	0.4228079286
23	0.4144565635
24	0.4087009691
25	0.4026394152
26	0.3969507609
27	0.3890922233
28	0.3814380071
29	0.3740575869
30	0.3669522429
31	0.3592744331
32	0.3521491273
33	0.3485021722
34	0.3421254615
35	0.3379872988
36	0.3318978924
37	0.3248855382
38	0.3193306596
39	0.3154134097
40	0.3098152631
41	0.3042065607
42	0.2989015449
43	0.2935233443
44	0.2887791673
45	0.284122049
46	0.2785766027
47	0.2742115178
48	0.2712372558
49	0.2665958405
50	0.2638289308
51	0.26110056
52	0.2563290008
53	0.2518094729
54	0.2477764495
55	0.244334443
56	0.2407575633
57	0.2372359446
58	0.2339723927
59	0.2304523938
60	0.2268110824
61	0.2235256352
62	0.2206483867
63	0.2178228718
64	0.2149921835
65	0.2120239049
66	0.2085612571
67	0.2059966571
68	0.2033314378
69	0.2011690009
70	0.1984833365
71	0.1962172365
72	0.194585356
73	0.1917432106
74	0.1894138284
75	0.1873150656
76	0.1861204252
77	0.1840428914
78	0.1819322664
79	0.1806330224
80	0.1788105899
81	0.17681097
82	0.1748457216
83	0.1731123467
84	0.1714020037
85	0.1695239968
86	0.1684923695
87	0.1664991771
88	0.1648747562
89	0.1630398084
90	0.162160795
91	0.160114837
92	0.1586113237
93	0.1569481157
94	0.1555382977
95	0.1538856062
96	0.1525282925
97	0.1511640157
98	0.1499454681
99	0.1485665857
100	0.1476150016
101	0.1463079191
102	0.1451301575
103	0.1437450827
104	0.1431446337
105	0.1419692627
106	0.1411150841
107	0.1398925259
108	0.1389829296
109	0.1377255819
110	0.136925227
111	0.1359136921
112	0.1350789266
113	0.1339194415
114	0.1332976328
115	0.1323333374
116	0.1313362383
117	0.1305528275
118	0.1293742297
119	0.1284787165
120	0.1279115285
121	0.1270279819
122	0.1262001665
123	0.1254812528
124	0.124752724
125	0.1238452702
126	0.1232796891
127	0.1223661606
128	0.1215362026
129	0.1207902334
130	0.1197212167
131	0.1189241148
132	0.1180383212
133	0.1174903504
134	0.1170511768
135	0.116524631
136	0.1155609758
137	0.1152300116
138	0.1147625806
139	0.1141542409
140	0.1135629105
141	0.1132144144
142	0.1126457502
143	0.112301108
144	0.1116528054
145	0.1113161975
146	0.1105543424
147	0.1099494908
148	0.1090895444
149	0.1085048571
150	0.1079811985
151	0.1073353976
152	0.1066208016
153	0.1060077132
154	0.1053811687
155	0.1047244921
156	0.1043231193
157	0.104061192
158	0.1038286653
159	0.1034920967
160	0.1031798794
161	0.1027789181
162	0.1022357353
163	0.1018349373
164	0.1014970557
165	0.1010367184
166	0.100812089
167	0.1005699863
168	0.1000863101
169	0.09949522149
170	0.09923647528
171	0.0990947436
172	0.09884357452
173	0.09828307531
174	0.09795830348
175	0.09756687896
176	0.09725453102
177	0.0970339971
178	0.09681728441
179	0.09653757043
180	0.09631887201
181	0.09567429921
182	0.09543094896
183	0.09472865275
184	0.09418686122
185	0.09387128647
186	0.09356645689
187	0.09318393551
188	0.0927673366
189	0.09265718068
190	0.09229407898
191	0.0919006426
192	0.09161196669
193	0.09131235619
194	0.09101733116
195	0.09054157179
196	0.09037362713
197	0.09019288625
198	0.08977677071
199	0.08936785345
200	0.08917005095
201	0.08877114074
202	0.08841971829
203	0.08824384376
204	0.08790705302
205	0.08770131412
206	0.08736352398
207	0.08720141894
208	0.08694205872
209	0.08671512996
210	0.08649260377
211	0.08604862919
212	0.08579857055
213	0.08567583398
214	0.08550709894
215	0.08524278092
216	0.0849758109
217	0.08474218029
218	0.08448963949
219	0.08424552499
220	0.0839967793
221	0.08372370837
222	0.08349909195
223	0.08313584001
224	0.08283360364
225	0.08268658102
226	0.0824943046
227	0.08230836424
228	0.08215581554
229	0.08179962472
230	0.08144641249
231	0.08116224367
232	0.08103134208
233	0.08084155435
234	0.08059229916
235	0.08030880967
236	0.07996462469
237	0.07983604849
238	0.07954481203
239	0.07944936622
240	0.07932007803
241	0.07916637316
242	0.07897363297
243	0.07865998516
244	0.07862864455
245	0.07834507015
246	0.0780573871
247	0.07784228129
248	0.07781551962
249	0.07750490267
250	0.07741525728
251	0.0772967012
252	0.07714980922
253	0.07690407479
254	0.07683834964
255	0.07672147881
256	0.07659482303
257	0.07634085825
258	0.07628717814
259	0.07614363056
260	0.07592506931
261	0.07575718344
262	0.07564041713
263	0.07540914457
264	0.07515301117
265	0.07496319732
266	0.07474232373
267	0.07457165522
268	0.07446436686
269	0.07436649113
270	0.07421648339
271	0.07415277664
272	0.07404546868
273	0.07390817224
274	0.07383957954
275	0.07361100471
276	0.07341853886
277	0.07313220795
278	0.07295838447
279	0.07284150711
280	0.07266505777
281	0.07258540637
282	0.0724563664
283	0.07216513647
284	0.07199099946
285	0.07184960091
286	0.07170823502
287	0.07155778963
288	0.0712829616
289	0.07122491157
290	0.07098319433
291	0.07096487855
292	0.07094543927
293	0.07085592453
294	0.07064756629
295	0.07055884845
296	0.07033358535
297	0.07022510163
298	0.0701009672
299	0.07002168159
300	0.06997888382
301	0.06973085665
302	0.06962554096
303	0.0695650153
304	0.06938723995
305	0.06930060583
306	0.06923240505
307	0.06916389727
308	0.06906859515
309	0.0689931765
310	0.06890519025
311	0.06877955345
312	0.06872424034
313	0.06870596376
314	0.0686148944
315	0.0685327543
316	0.0685158821
317	0.06835343087
318	0.0682607285
319	0.06795629736
320	0.06788101588
321	0.0677050891
322	0.06765193155
323	0.06759669683
324	0.06758105918
325	0.0674727257
326	0.06735796471
327	0.06717224644
328	0.0670570478
329	0.06698725975
330	0.06690708578
331	0.06682983816
332	0.06663154576
333	0.06660542423
334	0.06642619878
335	0.06637758098
336	0.06633109916
337	0.06623365454
338	0.06617500357
339	0.06607596515
340	0.06599221164
341	0.06594188899
342	0.0657289714
343	0.06568329955
344	0.06558068811
345	0.06540884384
346	0.06531989738
347	0.06520415006
348	0.06514123368
349	0.06509354996
350	0.06505197368
351	0.0649600029
352	0.06488129864
353	0.06473270181
354	0.06456910747
355	0.06451323261
356	0.06419242571
357	0.06400816408
358	0.06381727898
359	0.06377941288
360	0.06373174876
361	0.06359332882
362	0.06350442155
363	0.06330159592
364	0.06319826596
365	0.06313837391
366	0.06307238095
367	0.06301534339
368	0.06295841034
369	0.062866224
370	0.06277320156
371	0.06271007616
372	0.06262306318
373	0.06241654697
374	0.06232428877
375	0.06218268773
376	0.06199467019
377	0.06198112279
378	0.06191474444
379	0.06188932184
380	0.06177949252
381	0.06169595457
382	0.06158010927
383	0.06155542478
384	0.06154402641
385	0.06149376908
386	0.06129456873
387	0.06121562932
388	0.06116386962
389	0.06115234715
390	0.0611120642
391	0.06106270176
392	0.06099485371
393	0.06088065448
394	0.06074043169
395	0.06054633937
396	0.06035212295
397	0.06018777743
398	0.06005776418
399	0.05999664411
400	0.05988592644
401	0.05975005398
402	0.05967221848
403	0.05965023825
404	0.05956361065
405	0.05954869806
406	0.05950051138
407	0.05944760205
408	0.05937448266
409	0.0593234023
410	0.05920035219
411	0.05917006976
412	0.05912859799
413	0.0589877416
414	0.05892048797
415	0.05883442866
416	0.0587846155
417	0.05877480442
418	0.05864788082
419	0.05863478412
420	0.05852458248
421	0.0584762521
422	0.05838179262
423	0.0582789199
424	0.05827070262
425	0.05820207073
426	0.05813049943
427	0.05803960643
428	0.05786753354
429	0.05780493723
430	0.05771523306
431	0.05760971487
432	0.05750498053
433	0.05733008581
434	0.05723102779
435	0.05715431579
436	0.05708556632
437	0.05703202992
438	0.05697456125
439	0.05692036511
440	0.05683184323
441	0.05678657636
442	0.05657956372
443	0.05650006908
444	0.05641727578
445	0.05634339215
446	0.05627396335
447	0.05611976205
448	0.0559911336
449	0.05592244292
450	0.05588841112
451	0.05570322847
452	0.05561387049
453	0.05547335376
454	0.05532698435
455	0.05528879819
456	0.05524993269
457	0.0551680996
458	0.05502939877
459	0.05502101167
460	0.05494767019
461	0.05490620496
462	0.05481921157
463	0.05475922807
464	0.05467970404
465	0.05463892466
466	0.05460828624
467	0.05457905874
468	0.054486843
469	0.05438082512
470	0.05437547213
471	0.05421833796
472	0.05415773392
473	0.05407651483
474	0.0539123816
475	0.05383503274
476	0.05379064442
477	0.05363246186
478	0.05358888352
479	0.05352724415
480	0.05351444793
481	0.05349588721
482	0.05348580178
483	0.05341789494
484	0.05332514031
485	0.05331018853
486	0.05327493197
487	0.05326313515
488	0.05322484448
489	0.0532007544
490	0.05312304954
491	0.05311090979
492	0.05308370721
493	0.0530789715
494	0.053010369
495	0.05291017441
496	0.05277861961
497	0.05272970134
498	0.05267710882
499	0.05265928621
500	0.05249006454
501	0.05242511018
502	0.05231290974
503	0.05229290218
504	0.05225431103
505	0.05210804613
506	0.05201939034
507	0.05201095098
508	0.05197146821
509	0.05194211333
510	0.05186964061
511	0.05181515707
512	0.0517004418
513	0.05163572912
514	0.05160527687
515	0.05157909655
516	0.05153041343
517	0.051496865
518	0.05141404557
519	0.05135447358
520	0.05131907986
521	0.05129399365
522	0.05113649368
523	0.05112228655
524	0.05104218444
525	0.05089144837
526	0.05081132993
527	0.05074903736
528	0.05062964191
529	0.05057429288
530	0.05055667929
531	0.05042059128
532	0.05039048848
533	0.05038290808
534	0.05029807352
535	0.05023708735
536	0.05019634064
537	0.0501507537
538	0.05004644394
539	0.04994394355
540	0.04982025003
541	0.04974427289
542	0.04966943231
543	0.04955299586
544	0.04952724992
545	0.0495032219
546	0.04946085525
547	0.04941214274
548	0.04935596414
549	0.04929390346
550	0.04918973087
551	0.04915841638
552	0.04913047242
553	0.04904087276
554	0.04901236051
555	0.04894822918
556	0.04890213601
557	0.04885175783
558	0.04883913798
559	0.04878939994
560	0.04869565245
561	0.04859754157
562	0.04853547109
563	0.04839445467
564	0.04823190872
565	0.04820068568
566	0.04812125311
567	0.04808836767
568	0.04802683608
569	0.04800956217
570	0.04798429959
571	0.04798066779
572	0.04790102946
573	0.04778492614
574	0.04769406907
575	0.04766790181
576	0.04762970585
577	0.04757944199
578	0.04754979643
579	0.04750966699
580	0.04738217184
581	0.04730298095
582	0.0472595659
583	0.04724228219
584	0.04720252834
585	0.04715351862
586	0.04713047694
587	0.04707770805
588	0.04702341067
589	0.04701286473
590	0.04689311328
591	0.04682447159
592	0.0468202813
593	0.04679888569
594	0.0467178103
595	0.04658290785
596	0.0465375332
597	0.04645446229
598	0.04642037496
599	0.04637652881
600	0.04622171676
601	0.04618906648
602	0.04605717855
603	0.0459985929
604	0.0459899935
605	0.04593785822
606	0.04588060836
607	0.04585623088
608	0.04578857553
609	0.04575750273
610	0.0456832729
611	0.0456452435
612	0.045592197
613	0.04552963988
